timestamp,asset_id,count,open,high,low,close,volume,vwap,target
1607694300000,101,1,7.74e-06,7.75e-06,7.74e-06,7.75e-06,0.17471023,7.746666666666666e-06,-0.003870967741935405
1607694360000,101,1,7.75e-06,7.76e-06,7.75e-06,7.75e-06,1.3567218,7.753333333333333e-06,-0.002580645161290307
1607694420000,101,1,7.76e-06,7.76e-06,7.76e-06,7.76e-06,2.05195352,7.76e-06,-0.0038659793814432852
1607694480000,101,1,7.76e-06,7.77e-06,7.75e-06,7.75e-06,1.48135544,7.756666666666666e-06,0.0
1607694540000,101,1,7.75e-06,7.76e-06,7.75e-06,7.76e-06,0.16387892,7.756666666666666e-06,-0.0012886597938144284
1607694600000,101,1,7.75e-06,7.75e-06,7.75e-06,7.75e-06,0.00865675,7.75e-06,0.001290322580645098
1607694660000,101,1,7.76e-06,7.76e-06,7.75e-06,7.75e-06,0.00662086,7.753333333333333e-06,0.0
1607694720000,101,1,7.75e-06,7.76e-06,7.75e-06,7.75e-06,0.03376952,7.753333333333333e-06,0.001290322580645098
1607694780000,101,1,7.76e-06,7.76e-06,7.76e-06,7.76e-06,0.05213168,7.76e-06,-0.0012886597938144284
1607694840000,101,1,7.76e-06,7.76e-06,7.75e-06,7.75e-06,0.10580901,7.753333333333333e-06,0.0
1607694900000,101,1,7.75e-06,7.75e-06,7.75e-06,7.75e-06,0.0,7.75e-06,0.0
1607694960000,101,1,7.76e-06,7.76e-06,7.76e-06,7.76e-06,0.496446,7.76e-06,0.0
1607695020000,101,1,7.76e-06,7.76e-06,7.74e-06,7.74e-06,0.1882863,7.746666666666666e-06,0.0012919896640826156
1607695080000,101,1,7.76e-06,7.76e-06,7.74e-06,7.74e-06,0.01449318,7.746666666666666e-06,0.0012919896640826156
1607695140000,101,1,7.74e-06,7.74e-06,7.74e-06,7.74e-06,0.0,7.74e-06,0.0025839793281654533
1607695200000,101,1,7.74e-06,7.75e-06,7.74e-06,7.74e-06,0.03592799,7.743333333333334e-06,0.0
1607695260000,101,1,7.74e-06,7.74e-06,7.73e-06,7.73e-06,0.11070742,7.733333333333334e-06,0.001293661060802087
1607695320000,101,1,7.74e-06,7.74e-06,7.73e-06,7.73e-06,0.69908818,7.733333333333334e-06,0.001293661060802087
1607695380000,101,1,7.73e-06,7.74e-06,7.72e-06,7.73e-06,0.10939918,7.73e-06,0.001293661060802087
1607695440000,101,1,7.73e-06,7.74e-06,7.72e-06,7.73e-06,0.08016891,7.73e-06,0.0
1607695500000,101,1,7.73e-06,7.74e-06,7.72e-06,7.74e-06,0.54909184,7.733333333333334e-06,-0.0012919896640827266
1607695560000,101,1,7.75e-06,7.75e-06,7.74e-06,7.75e-06,2.17595376,7.746666666666666e-06,-0.002580645161290307
1607695620000,101,1,7.75e-06,7.75e-06,7.75e-06,7.75e-06,1.05994425,7.75e-06,-0.002580645161290307
1607695680000,101,1,7.75e-06,7.76e-06,7.75e-06,7.75e-06,3.72401502,7.753333333333333e-06,-0.001290322580645098
1607695740000,101,1,7.76e-06,7.77e-06,7.75e-06,7.75e-06,0.21625608,7.756666666666666e-06,0.0
1607695800000,101,1,7.76e-06,7.76e-06,7.75e-06,7.75e-06,0.04403986,7.753333333333333e-06,0.0
1607695860000,101,1,7.75e-06,7.76e-06,7.75e-06,7.76e-06,0.03175384,7.756666666666666e-06,-0.0012886597938144284
1607695920000,101,1,7.77e-06,7.78e-06,7.76e-06,7.77e-06,0.32394037,7.77e-06,-0.002574002574002532
1607695980000,101,1,7.77e-06,7.77e-06,7.77e-06,7.77e-06,0.03304581,7.77e-06,-0.002574002574002532
1607696040000,101,1,7.77e-06,7.78e-06,7.77e-06,7.77e-06,0.02693908,7.773333333333334e-06,-0.0012870012870013214
1607696100000,101,1,7.77e-06,7.78e-06,7.77e-06,7.77e-06,0.18106493,7.773333333333334e-06,0.0
1607696160000,101,1,7.77e-06,7.77e-06,7.76e-06,7.76e-06,0.29954277,7.763333333333334e-06,0.0012886597938144284
1607696220000,101,1,7.77e-06,7.77e-06,7.75e-06,7.76e-06,0.21730608,7.76e-06,0.0012886597938144284
1607696280000,101,1,7.77e-06,7.77e-06,7.76e-06,7.76e-06,0.04529844,7.763333333333334e-06,0.0012886597938144284
1607696340000,101,1,7.76e-06,7.77e-06,7.76e-06,7.76e-06,0.01468855,7.763333333333334e-06,0.0
1607696400000,101,1,7.75e-06,7.76e-06,7.74e-06,7.75e-06,4.03547145,7.75e-06,0.001290322580645098
1607696460000,101,1,7.75e-06,7.76e-06,7.74e-06,7.75e-06,0.92336119,7.75e-06,0.001290322580645098
1607696520000,101,1,7.74e-06,7.76e-06,7.74e-06,7.75e-06,0.03470153,7.75e-06,0.001290322580645098
1607696580000,101,1,7.75e-06,7.75e-06,7.73e-06,7.75e-06,2.54285355,7.743333333333333e-06,0.0
1607696640000,101,1,7.75e-06,7.75e-06,7.75e-06,7.75e-06,0.2015465,7.75e-06,0.0
1607696700000,101,1,7.76e-06,7.76e-06,7.75e-06,7.76e-06,1.2099054,7.756666666666666e-06,-0.0012886597938144284
1607696760000,101,1,7.75e-06,7.75e-06,7.74e-06,7.74e-06,0.37657261,7.743333333333334e-06,0.0012919896640826156
1607696820000,101,1,7.75e-06,7.75e-06,7.74e-06,7.75e-06,0.14238249,7.746666666666666e-06,0.0
1607696880000,101,1,7.74e-06,7.76e-06,7.74e-06,7.76e-06,0.11738521,7.753333333333334e-06,0.0
1607696940000,101,1,7.76e-06,7.78e-06,7.76e-06,7.77e-06,0.53042677,7.77e-06,-0.0038610038610038533
1607697000000,101,1,7.78e-06,7.78e-06,7.77e-06,7.78e-06,2.92103784,7.776666666666666e-06,-0.003856041131105381
1607697060000,101,1,7.78e-06,7.78e-06,7.77e-06,7.77e-06,0.56139729,7.773333333333334e-06,-0.0012870012870013214
1607697120000,101,1,7.77e-06,7.78e-06,7.76e-06,7.77e-06,0.48394189,7.77e-06,0.0
1607697180000,101,1,7.77e-06,7.78e-06,7.77e-06,7.78e-06,0.15842506,7.776666666666666e-06,0.0
1607697240000,101,1,7.78e-06,7.8e-06,7.78e-06,7.8e-06,1.06377534,7.793333333333334e-06,-0.0038461538461538325
1607697300000,101,1,7.79e-06,7.79e-06,7.78e-06,7.78e-06,0.58187377,7.783333333333334e-06,-0.0012853470437017567
1607697360000,101,1,7.79e-06,7.79e-06,7.78e-06,7.79e-06,0.04825723,7.786666666666666e-06,-0.0012836970474967568
1607697420000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,0.01181004,7.78e-06,0.0025706940874035134
1607697480000,101,1,7.78e-06,7.79e-06,7.78e-06,7.79e-06,0.01177426,7.786666666666666e-06,-0.0012836970474967568
1607697540000,101,1,7.78e-06,7.78e-06,7.77e-06,7.78e-06,0.13799098,7.776666666666666e-06,0.0012853470437017567
1607697600000,101,1,7.77e-06,7.78e-06,7.76e-06,7.78e-06,0.25576509,7.773333333333334e-06,0.0
1607697660000,101,1,7.78e-06,7.78e-06,7.77e-06,7.77e-06,0.00794908,7.773333333333334e-06,0.002574002574002643
1607697720000,101,1,7.78e-06,7.78e-06,7.77e-06,7.78e-06,0.12662651,7.776666666666666e-06,0.0
1607697780000,101,1,7.78e-06,7.79e-06,7.78e-06,7.78e-06,0.01070842,7.783333333333334e-06,0.0
1607697840000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,0.001945,7.78e-06,-0.0012853470437017567
1607697900000,101,1,7.78e-06,7.79e-06,7.78e-06,7.79e-06,0.36398705,7.786666666666666e-06,-0.0012836970474967568
1607697960000,101,1,7.78e-06,7.79e-06,7.78e-06,7.79e-06,0.02854139,7.786666666666666e-06,-0.0012836970474967568
1607698020000,101,1,7.78e-06,7.79e-06,7.78e-06,7.79e-06,0.02922438,7.786666666666666e-06,-0.0012836970474967568
1607698080000,101,1,7.79e-06,7.79e-06,7.78e-06,7.79e-06,0.00466597,7.786666666666666e-06,0.0
1607698140000,101,1,7.79e-06,7.79e-06,7.79e-06,7.79e-06,0.04655304,7.79e-06,0.0
1607698200000,101,1,7.78e-06,7.78e-06,7.76e-06,7.77e-06,5.20007015,7.77e-06,0.002574002574002643
1607698260000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,0.005057,7.78e-06,0.0012853470437017567
1607698320000,101,1,7.78e-06,7.78e-06,7.77e-06,7.77e-06,0.05657397,7.773333333333334e-06,0.002574002574002643
1607698380000,101,1,7.78e-06,7.8e-06,7.78e-06,7.8e-06,1.05767668,7.793333333333334e-06,-0.0038461538461538325
1607698440000,101,1,7.79e-06,7.79e-06,7.78e-06,7.79e-06,0.18262691,7.786666666666666e-06,-0.0012836970474967568
1607698500000,101,1,7.79e-06,7.8e-06,7.79e-06,7.8e-06,0.68169869,7.796666666666666e-06,-0.0038461538461538325
1607698560000,101,1,7.8e-06,7.8e-06,7.8e-06,7.8e-06,0.2373774,7.8e-06,0.0
1607698620000,101,1,7.8e-06,7.8e-06,7.79e-06,7.8e-06,0.00074029,7.796666666666666e-06,-0.0012820512820512775
1607698680000,101,1,7.79e-06,7.79e-06,7.78e-06,7.79e-06,0.09399251,7.786666666666666e-06,0.0012836970474967568
1607698740000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,1.17223594,7.78e-06,0.0025706940874035134
1607698800000,101,1,7.79e-06,7.81e-06,7.79e-06,7.8e-06,4.31989973,7.8e-06,0.0
1607698860000,101,1,7.8e-06,7.81e-06,7.8e-06,7.81e-06,0.2291729,7.806666666666668e-06,-0.002560819462227859
1607698920000,101,1,7.8e-06,7.81e-06,7.78e-06,7.78e-06,0.97571195,7.79e-06,0.0
1607698980000,101,1,7.78e-06,7.79e-06,7.78e-06,7.79e-06,0.08431913,7.786666666666666e-06,0.0012836970474967568
1607699040000,101,1,7.79e-06,7.8e-06,7.79e-06,7.8e-06,0.1956703,7.796666666666666e-06,0.0012820512820512775
1607699100000,101,1,7.8e-06,7.81e-06,7.8e-06,7.8e-06,0.08587537,7.803333333333334e-06,-0.002564102564102555
1607699160000,101,1,7.8e-06,7.81e-06,7.79e-06,7.8e-06,0.78774942,7.8e-06,-0.0012820512820512775
1607699220000,101,1,7.81e-06,7.81e-06,7.8e-06,7.8e-06,0.02025553,7.803333333333334e-06,0.0
1607699280000,101,1,7.8e-06,7.81e-06,7.8e-06,7.81e-06,1.05323862,7.806666666666668e-06,-0.001280409731113985
1607699340000,101,1,7.8e-06,7.81e-06,7.8e-06,7.8e-06,0.24726249,7.803333333333334e-06,0.0
1607699400000,101,1,7.8e-06,7.8e-06,7.79e-06,7.79e-06,0.02511351,7.793333333333332e-06,0.0012836970474967568
1607699460000,101,1,7.8e-06,7.81e-06,7.8e-06,7.8e-06,1.23881876,7.803333333333334e-06,0.0012820512820512775
1607699520000,101,1,7.8e-06,7.8e-06,7.8e-06,7.8e-06,0.1608906,7.8e-06,0.0
1607699580000,101,1,7.79e-06,7.79e-06,7.79e-06,7.79e-06,0.18565128,7.79e-06,0.0
1607699640000,101,1,7.79e-06,7.79e-06,7.78e-06,7.78e-06,0.64996304,7.783333333333334e-06,0.0025706940874035134
1607699700000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,0.30321772,7.78e-06,0.0025706940874035134
1607699760000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,0.0,7.78e-06,0.0012853470437017567
1607699820000,101,1,7.77e-06,7.78e-06,7.77e-06,7.78e-06,0.10947835,7.776666666666666e-06,0.0
1607699880000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,0.75115122,7.78e-06,0.0
1607699940000,101,1,7.79e-06,7.79e-06,7.76e-06,7.77e-06,1.06632033,7.773333333333334e-06,0.0012870012870012104
1607700000000,101,1,7.78e-06,7.78e-06,7.77e-06,7.78e-06,0.05908642,7.776666666666666e-06,0.0
1607700060000,101,1,7.78e-06,7.78e-06,7.77e-06,7.78e-06,0.25935,7.776666666666666e-06,0.0
1607700120000,101,1,7.78e-06,7.78e-06,7.77e-06,7.77e-06,0.00885287,7.773333333333334e-06,0.0
1607700180000,101,1,7.77e-06,7.77e-06,7.77e-06,7.77e-06,0.0033411,7.77e-06,0.0012870012870012104
1607700240000,101,1,7.78e-06,7.79e-06,7.77e-06,7.79e-06,0.08335146,7.783333333333332e-06,-0.0012836970474967568
1607700300000,101,1,7.78e-06,7.78e-06,7.78e-06,7.78e-06,0.01127322,7.78e-06,-0.0012853470437017567
1607700360000,101,1,7.79e-06,7.79e-06,7.79e-06,7.79e-06,0.1311836,7.79e-06,-0.0025673940949935137
1607700420000,101,1,7.79e-06,7.81e-06,7.79e-06,7.8e-06,0.24078328,7.8e-06,-0.0012820512820512775
1607700480000,101,1,7.8e-06,7.81e-06,7.8e-06,7.8e-06,0.05496343,7.803333333333334e-06,-0.002564102564102555
1607700540000,101,1,7.79e-06,7.79e-06,7.79e-06,7.79e-06,0.19217151,7.79e-06,0.0
1607700600000,101,1,7.78e-06,7.8e-06,7.78e-06,7.8e-06,0.03365497,7.793333333333334e-06,0.0
1607700660000,101,1,7.8e-06,7.8e-06,7.8e-06,7.8e-06,0.0521898,7.8e-06,0.0
1607700720000,101,1,7.8e-06,7.81e-06,7.8e-06,7.81e-06,0.22419825,7.806666666666668e-06,-0.002560819462227859
1607700780000,101,1,7.81e-06,7.82e-06,7.8e-06,7.82e-06,0.60988532,7.813333333333334e-06,-0.002557544757033181
1607700840000,101,1,7.8e-06,7.81e-06,7.8e-06,7.81e-06,0.03042573,7.806666666666668e-06,-0.001280409731113985
1607700900000,101,1,7.81e-06,7.81e-06,7.81e-06,7.81e-06,0.0,7.81e-06,0.0
1607700960000,101,1,7.81e-06,7.82e-06,7.81e-06,7.82e-06,0.21457971,7.816666666666666e-06,0.0
1607701020000,101,1,7.81e-06,7.82e-06,7.81e-06,7.82e-06,0.17788897,7.816666666666666e-06,-0.0012787723785165905
1607701080000,101,1,7.82e-06,7.82e-06,7.8e-06,7.82e-06,0.09842452,7.813333333333334e-06,-0.0012787723785165905
1607701140000,101,1,7.81e-06,7.81e-06,7.81e-06,7.81e-06,0.00559977,7.81e-06,0.001280409731113874
1607701200000,101,1,7.8e-06,7.81e-06,7.79e-06,7.79e-06,0.09666579,7.796666666666666e-06,0.0038510911424902705
1607701260000,101,1,7.8e-06,7.81e-06,7.8e-06,7.81e-06,0.37679566,7.806666666666668e-06,0.001280409731113874
1607701320000,101,1,7.8e-06,7.81e-06,7.79e-06,7.79e-06,0.32184768,7.796666666666666e-06,0.0025673940949935137
1607701380000,101,1,7.8e-06,7.81e-06,7.79e-06,7.8e-06,0.31364382,7.8e-06,-0.0012820512820512775
1607701440000,101,1,7.8e-06,7.8e-06,7.8e-06,7.8e-06,0.0051324,7.8e-06,0.0012820512820512775
1607701500000,101,1,7.81e-06,7.81e-06,7.81e-06,7.81e-06,0.05891083,7.81e-06,-0.002560819462227859
1607701560000,101,1,7.81e-06,7.82e-06,7.8e-06,7.82e-06,0.08006297,7.813333333333334e-06,-0.002557544757033181
1607701620000,101,1,7.81e-06,7.81e-06,7.81e-06,7.81e-06,0.00792715,7.81e-06,-0.001280409731113985
1607701680000,101,1,7.81e-06,7.81e-06,7.8e-06,7.81e-06,0.68219354,7.806666666666668e-06,0.0
1607701740000,101,1,7.81e-06,7.81e-06,7.81e-06,7.81e-06,0.00628705,7.81e-06,0.001280409731113874
1607701800000,101,1,7.81e-06,7.81e-06,7.8e-06,7.81e-06,0.02076613,7.806666666666668e-06,0.0
